Kernel initial value: 96521.000000
0.000067 	 1.000000
0.000101 	 1.000000
0.000155 	 1.000000
0.000215 	 1.000000
0.000215 	 1.000000
0.000273 	 1.000000
0.000288 	 1.000000
0.000312 	 1.000000
0.000331 	 1.000000
0.000361 	 1.000000
0.000374 	 1.000000
0.000412 	 1.000000
0.000542 	 1.000000
0.000542 	 1.000000
0.000559 	 1.000000
0.000560 	 1.000000
0.000587 	 1.000000
0.000605 	 1.000000
0.000609 	 1.000000
0.000686 	 1.000000
0.000700 	 1.000000
0.000720 	 1.000000
0.000837 	 1.000000
0.001068 	 1.000000
0.001089 	 1.000000
0.001132 	 1.000000
0.001162 	 1.000000
0.001189 	 1.000000
0.001219 	 1.000000
0.001276 	 1.000000
0.001325 	 1.000000
0.001340 	 1.000000
0.001388 	 1.000000
0.001401 	 1.000000
0.001483 	 1.000000
0.001537 	 1.000000
0.001543 	 1.000000
0.001553 	 1.000000
0.001617 	 1.000000
0.001648 	 1.000000
0.001697 	 1.000000
0.001705 	 1.000000
0.001771 	 1.000000
0.001845 	 1.000000
0.001865 	 1.000000
0.001893 	 1.000000
0.001902 	 1.000000
0.001958 	 1.000000
0.001985 	 1.000000
0.001987 	 1.000000
0.002020 	 1.000000
0.002037 	 1.000000
0.002074 	 1.000000
0.002098 	 1.000000
0.002135 	 1.000000
0.002145 	 1.000000
0.002153 	 1.000000
0.002184 	 1.000000
0.002194 	 1.000000
0.002234 	 1.000000
0.002261 	 1.000000
0.002265 	 1.000000
0.002297 	 1.000000
0.002340 	 1.000000
0.002416 	 1.000000
0.002439 	 1.000000
0.002515 	 1.000000
0.002533 	 1.000000
0.002564 	 1.000000
0.002591 	 1.000000
0.002661 	 1.000000
0.002719 	 1.000000
0.002757 	 1.000000
0.002761 	 1.000000
0.002843 	 1.000000
0.002868 	 1.000000
0.002868 	 1.000000
0.002881 	 1.000000
0.002899 	 1.000000
0.002950 	 1.000000
0.002963 	 1.000000
0.002982 	 1.000000
0.003048 	 1.000000
0.003065 	 1.000000
0.003106 	 1.000000
0.003176 	 1.000000
0.003222 	 1.000000
0.003223 	 1.000000
0.003237 	 1.000000
0.003285 	 1.000000
0.003293 	 1.000000
0.003356 	 1.000000
0.003420 	 1.000000
0.003487 	 1.000000
0.003492 	 1.000000
0.003498 	 1.000000
0.003498 	 1.000000
0.003504 	 1.000000
0.003533 	 1.000000
0.003556 	 1.000000
0.003572 	 1.000000
0.003619 	 1.000000
0.003709 	 1.000000
0.003722 	 1.000000
0.003737 	 1.000000
0.003742 	 1.000000
0.003775 	 1.000000
0.003802 	 1.000000
0.003854 	 1.000000
0.003872 	 1.000000
0.003982 	 1.000000
0.004021 	 1.000000
0.004058 	 1.000000
0.004067 	 1.000000
0.004075 	 1.000000
0.004179 	 1.000000
0.004269 	 1.000000
0.004320 	 1.000000
0.004329 	 1.000000
0.004348 	 1.000000
0.004352 	 1.000000
0.004408 	 1.000000
